zmp3_name	zmp3_id	artist_group	community	cluster	zmp3_genre1	zmp3_genre2	zmp3_genre3	zmp3_genre4
Ngô Quỳnh Anh	3201		0	6.0	Việt Nam			
Duy Uyên	3203	Pop 2000	33	14.0	Việt Nam			
Lê Anh Dũng	3204		6	12.0	Việt Nam			
Ngọc Linh	3210		0	6.0	Việt Nam	Nhạc Thiếu Nhi		
Lê Cát Trọng Lý	3212		0		Việt Nam			
Thanh Trúc	3220		0	39.0	Việt Nam	Nhạc Trữ Tình		
Lê Kiều Như	3225		6	18.0	Việt Nam			
Phương Uyên	3229		0	32.0	Việt Nam	V-Pop		
Thụy Anh	3237		0	26.0	Việt Nam	Nhạc Trữ Tình		
Vũ Trâm Anh	3242	Pop 2000 sến	0	39.0	Việt Nam			
Thu Trang	3246		6		Việt Nam	Nhạc Trữ Tình		
Fony Trung	3247		0	39.0	Việt Nam	Nhạc Trữ Tình		
Hoàng Nhật Minh	3249		6		Việt Nam	Nhạc Trữ Tình		
Lê Uyên Nhi	3251	Pop 2000	6		Việt Nam			
Lô Thủy	3256		6	3.0	Việt Nam	Nhạc Trữ Tình	Nhạc Trịnh	
Long Nhật	3259		6	33.0	Việt Nam	Nhạc Dân Ca - Quê Hương		
Lưu Gia Bảo	3276	Pop 2000 sến	0	39.0	Việt Nam			
Lưu Trường Hải	3285		6	10.0	Việt Nam	Nhạc Trữ Tình	Nhạc Dân Ca - Quê Hương	
Nguyễn Hoàng Nam	3297		6	29.0	Việt Nam	Nhạc Trữ Tình		
Triều Hải	3302		0	39.0	Việt Nam	Nhạc Trữ Tình		
Trí Hải	3307	Pop 2000 sến	0	6.0	Việt Nam			
Mã Tuyết Nga	3309		6	15.0	Việt Nam	Nhạc Trữ Tình		
Pha Lê	3312		0		Việt Nam	Nhạc Trữ Tình		
Tống Hạo Nhiên	3319		0	39.0	Việt Nam			
Mai Hậu	3320		6	11.0	Việt Nam	Nhạc Trữ Tình		
Trần Hiếu	3322		6		Việt Nam	Nhạc Trữ Tình		
Mai Sỹ Đằng	3323	Pop 2000 sến	0	39.0	Việt Nam			
Trần Hồng Kiệt	3324		0	39.0	Việt Nam			
Vũ Quốc Việt	3331		6		Việt Nam	Nhạc Trữ Tình		
Trịnh Thăng Bình	3338	V-pop Mainstream	0		Việt Nam	R&B Việt	V-Pop	
Mai Tuấn	3339		6	29.0	Việt Nam	Nhạc Trữ Tình		
MicroWave	3345		0	25.0	Việt Nam	Rock Việt		
Quốc Thiên	3350	Pop Mainstream Vocal	0		Việt Nam			
Vân Khánh	3351		6		Việt Nam	Nhạc Trữ Tình	Nhạc Cách Mạng	Nhạc Dân Ca - Quê Hương
Thiên Quốc	3354		0	39.0	Việt Nam			
Trương Thế Vinh	3356	Pop sến loại 1	0	21.0	Việt Nam	V-Pop		
Tạ Minh Tâm	3358		6	12.0	Việt Nam	Nhạc Trữ Tình	Nhạc Cách Mạng	
Quang Minh	3362		6	18.0	Việt Nam	Nhạc Trữ Tình		
Minh Vương	3363		6	7.0	Việt Nam	Cải Lương		
Mỹ Dung	3365	Pop sến loại 2	0		Việt Nam			
Phạm Nhật Huy	3366		6		Việt Nam	Nhạc Trữ Tình		
Nhất Sinh	3452		6		Việt Nam	Nhạc Trữ Tình		
Hà Vy	3493		6		Việt Nam			
Trung Quân	3573	Pop 2000 sến	6		Việt Nam			
Hồ Duy Minh	3574	Pop 2000 sến	0	39.0	Việt Nam			
Sơn Hạ	3578		6	29.0	Việt Nam			
Nguyễn Tâm	3579		6		Việt Nam	Nhạc Trữ Tình		
Vĩnh Tâm	3584		8	3.0	Việt Nam	Nhạc Không Lời		
Ngũ Cung	3655		0	25.0	Việt Nam	Rock Việt		
Phạm Trưởng	3663	Pop sến loại 2	0	21.0	Việt Nam	V-Pop		
Only C	3672	V-pop Mainstream	0	44.0	Việt Nam	V-Pop		
Đào Đức	3675		6		Việt Nam	Nhạc Trữ Tình		
Nghi Văn	3676		6	18.0	Việt Nam			
Ngô Quốc Linh	3683		6	28.0	Việt Nam	Nhạc Trữ Tình	Nhạc Dân Ca - Quê Hương	
Tiến Dũng	3686	Pop sến loại 2	6	6.0	Việt Nam			
Ngọc Bảo	3691		6	7.0	Việt Nam	Nhạc Trữ Tình	Nhạc Cách Mạng	
Ngọc Giàu	3692		6	7.0	Việt Nam	Cải Lương		
Ngọc Lễ	3693		6		Việt Nam			
Phương Thảo	3695		6		Việt Nam	Nhạc Trữ Tình		
Ngọc Quy	3697		6		Việt Nam	Nhạc Trữ Tình		
Ngọc Tân	3699		6	12.0	Việt Nam	Nhạc Trữ Tình		
Nguyên Chấn Phong	3700		0	39.0	Việt Nam	V-Pop	Nhạc Trữ Tình	
Nguyễn Đức Cường	3702		0	39.0	Việt Nam	Nhạc Trữ Tình		
Đinh Mạnh Ninh	3703	Pop Mainstream Vocal	0	39.0	Việt Nam			
Ngọc Quỳnh	3711		6	0.0	Việt Nam	Nhạc Trữ Tình	Nhạc Dân Ca - Quê Hương	
Trần Tiến	3716		6	12.0	Việt Nam	Nhạc Trữ Tình		
Trio 666	3717	Pop 2000	6		Việt Nam			
Y Moan	3727	Tây nguyên	6	11.0	Việt Nam	Nhạc Trữ Tình		
Phạm Phương Thảo	3745		6	12.0	Việt Nam	Nhạc Trữ Tình		
Triệu Lộc	3775		0	39.0	Việt Nam	Nhạc Trữ Tình	V-Pop	
Quốc Hương	3781		6	12.0	Việt Nam	Nhạc Cách Mạng		
Nhã Phương	3851		6	12.0	Việt Nam	Nhạc Trữ Tình		
Nhạc Lam Phong	3852	Pop 2000 sến	0	39.0	Việt Nam			
Nhật Hào	3853		6		Việt Nam			
Nhật Thy	3869	Pop 2000 sến	0	6.0	Việt Nam			
Minh Vương M4U	3879	Pop sến loại 1	0		Việt Nam			
Phạm Huy Du	3883	Pop 2000 sến	78		Việt Nam			
Quang Mẫn	3937	Pop sến loại 2	0		Việt Nam			
Sơn Ca	3989		6	18.0	Việt Nam	Nhạc Trữ Tình		
Thu Hà	4029		6	11.0	Việt Nam	Nhạc Không Lời		
Quang Thọ	4035		6	12.0	Việt Nam	Nhạc Trữ Tình	Nhạc Cách Mạng	
Văn Hường	4036		6	7.0	Việt Nam	Nhạc Dân Ca - Quê Hương		
Quốc Hùng	4042		6	17.0	Việt Nam	Nhạc Trữ Tình		
Phượng Liên	4043		6	7.0	Việt Nam	Cải Lương		
Mỹ Châu	4047		6	7.0	Việt Nam	Nhạc Trữ Tình	Cải Lương	
Kiều Hưng	4050		6	12.0	Việt Nam	Nhạc Cách Mạng		
Quý Dương	4064		6	12.0	Việt Nam	Nhạc Cách Mạng		
Quyền Văn Minh	4069		8	3.0	Việt Nam	Nhạc Không Lời		
Quỳnh Hoa	4070		6		Việt Nam	Nhạc Cách Mạng		
Quỳnh Lan	4072		6	18.0	Việt Nam	Nhạc Trữ Tình		
SAGOMETAL	4078		0	39.0	Việt Nam	Rock Việt		
Sunny Lương	4081	Pop 2000 sến	6	39.0	Việt Nam			
Roni Trọng	4118		6	17.0	Việt Nam			
Trung Đức	4160		6	12.0	Việt Nam	Nhạc Cách Mạng		
Diễm Thùy	4163		6	29.0	Việt Nam	Nhạc Trữ Tình	Nhạc Dân Ca - Quê Hương	
Sam	4281		42	38.0	Việt Nam			
Miu Lê	4396	V-pop Mainstream	0	44.0	Việt Nam			
Angela Phương Trinh	4398		0		Việt Nam			
Trịnh Công Sơn	4546		6	18.0	Việt Nam	Nhạc Trữ Tình	Nhạc Trịnh	
Trịnh Vĩnh Trinh	4697		6	18.0	Việt Nam	Nhạc Trữ Tình	Nhạc Trịnh	
Vy Thúy Vân	4843	Pop 2000 sến	0		Việt Nam			
Nhã Linh	4984		0	39.0	Việt Nam			
Young Uno	5002		0		Việt Nam	Rap Việt		
Vân Anh	5006		33	14.0	Việt Nam	Rap Việt		
Cao Đại Hưng	5013		0		Việt Nam			
Don Nguyễn	5056	Pop miền Tây	33	39.0	Việt Nam			
Dương Triệu Vũ	5072		0	21.0	Việt Nam	Nhạc Trữ Tình		
GMC Band	5081	Pop 2000	0	6.0	Việt Nam			
V.Music	5090		0	39.0	Việt Nam			
Huỳnh Gia Tuấn	5093		6	29.0	Việt Nam			
Huỳnh Nhật Long	5234	Pop sến loại 2	0	39.0	Việt Nam			
Nguyễn Kha	5245		6		Việt Nam	Nhạc Trữ Tình		
Lương Minh Trang	5262	Pop sến loại 2	0		Việt Nam			
Lương Thế Minh	5263	Pop sến loại 2	0	39.0	Việt Nam			
Hoàng Rapper	5265		0	6.0	Việt Nam	Rap Việt	Dance Việt	V-Pop
Thành Đại Siêu	5267	Pop sến loại 2	0		Việt Nam			
Nguyễn Văn Chung	5276	V-pop Mainstream	0		Việt Nam	V-Pop		
Nhã Trúc	5278	Pop 2000 sến	6	12.0	Việt Nam			
Tim	5388	Pop sến loại 2	0	6.0	Việt Nam			
Phong Đạt	5397	Pop 2000 sến	0	39.0	Việt Nam	V-Pop		
Tam Ca 3A	5465		6		Việt Nam	Nhạc Trữ Tình		
NSƯT Thái Bảo	5467		6	12.0	Việt Nam	Nhạc Cách Mạng	Nhạc Dân Ca - Quê Hương	
Thái Hòa	5469		6	18.0	Việt Nam	Nhạc Trịnh		
Thái Thùy Linh	5473		0	13.0	Việt Nam			
Thanh Nhàn	5482		6		Việt Nam	Nhạc Dân Ca - Quê Hương		
Thanh Xuân	5487	Pop 2000 sến	6	39.0	Việt Nam			
Vũ Hà	5489		0	6.0	Việt Nam	Nhạc Trữ Tình		
Thế Danh	5490		0	0.0	Việt Nam			
Lưu Ánh Loan	5494		6		Việt Nam	Nhạc Trữ Tình		
Nguyễn Hồng Hải	5497	Pop 2000 sến	0	39.0	Việt Nam			
Tinna Tình	5504	Pop 2000 sến	41		Việt Nam			
Thúy Khanh	5506	Pop sến loại 2	0	22.0	Việt Nam			
Thư Lê	5511		6	18.0	Việt Nam			
Thúy Cải	5515		6	11.0	Việt Nam	Nhạc Dân Ca - Quê Hương		
Thùy Dung	5518		6	12.0	Việt Nam	Nhạc Trữ Tình		
Thùy Dương	5520		6		Việt Nam	Nhạc Trữ Tình	Nhạc Cách Mạng	
Trần Hoàng Anh	5536	Pop sến loại 2	0	39.0	Việt Nam			
Phúc Bồ	5539		0	39.0	Việt Nam			
Trần Tuấn Lương	5541	Pop sến loại 2	0		Việt Nam			
Khắc Triệu	5636		6	18.0	Việt Nam	Nhạc Trữ Tình		
Thanh Thanh Hiền	5719		6	12.0	Việt Nam	Nhạc Trữ Tình	Cải Lương	
Nguyễn Ánh 9	6070		8	3.0	Nhạc Trữ Tình	Việt Nam		
Hồ Quang Hiếu	6083	Pop sến loại 1	0	21.0	Việt Nam	V-Pop		
Tô Gia Tuấn	6086		0		Việt Nam	V-Pop		
HKT	6094		0	21.0	Việt Nam			
Tiêu Châu Như Quỳnh	6104		0	39.0	Việt Nam			
Hồ Vĩnh Khoa	6109	Pop sôi động Flop	0	13.0	Việt Nam			
Hà Linh	6112		0		Việt Nam			
Tố Nga	6113		6	12.0	Việt Nam	Nhạc Trữ Tình	Nhạc Cách Mạng	
Tô Tài Năng	6119		0	39.0	Việt Nam	Nhạc Trữ Tình	V-Pop	
Tố Uyên	6123		6		Việt Nam	Nhạc Trữ Tình	Nhạc Cách Mạng	
Quốc Dũng	6155		6		Việt Nam	Nhạc Trữ Tình		
Thanh Long Bass	6160		6	18.0	Việt Nam	Nhạc Không Lời		
Nhật Hạ	6162		6	18.0	Việt Nam	Nhạc Trữ Tình		
Trịnh Nam Sơn	6163		6	18.0	Việt Nam	Nhạc Trữ Tình		
Nguyệt Ca	6164		6		Nhạc Trữ Tình	Việt Nam		
Hòa Hiệp	6172		6	39.0	Việt Nam			
Minh Béo	6174		6		Việt Nam	Nhạc Trữ Tình	V-Pop	
Hiếu Hiền	6180		6	39.0	Việt Nam	Nhạc Trữ Tình		
Trang Nhung	6184		6	12.0	Việt Nam	Nhạc Trữ Tình		
Tường Vi	6185		0	38.0	Việt Nam			
Lân Nhã	6195		0		Việt Nam	Nhạc Trữ Tình		
Trần Nhật Quang	6196		6	34.0	Việt Nam	Nhạc Trữ Tình		
Tôn Thất Sơn	6233		6	18.0	Việt Nam	Nhạc Trữ Tình		
Ngọc Hương	6248		6	7.0	Việt Nam	Cải Lương		
Mai Fin	6261	Pop sến loại 2	12		Việt Nam			
Hà My	6286		0		Việt Nam			
Phương Mai	6411		0	39.0	Việt Nam			
Hạnh Sino	6416	Pop sến loại 1	0	39.0	Việt Nam			
Cường Seven	6426		0	39.0	Việt Nam			
Trọng Phúc	6434		6		Việt Nam	Nhạc Trữ Tình	Nhạc Dân Ca - Quê Hương	
Trung Hậu	6435		6	33.0	Việt Nam	Nhạc Trữ Tình		
Từ Hiền Trang	6438		0		Việt Nam			
Khôi Minh	6491		6	18.0	Việt Nam			
Phương Nga	6496		6	12.0	Việt Nam			
Don Hồ	6515		6	17.0	Việt Nam	Nhạc Trữ Tình		
Nam Du	6602	Pop sến loại 2	0	39.0	Việt Nam			
AiTai	6603		0	39.0	Việt Nam			
Y Thanh	6687		0	6.0	Việt Nam	Nhạc Trữ Tình		
Artista Band	6731		0	13.0	Việt Nam	Nhạc Trữ Tình		
Thái Ngọc Bích	6834	Pop 2000	0	39.0	Việt Nam			
Hà Okio	6942		0		Việt Nam	Rap Việt		
Thanh Trúc	6951		6	17.0	Việt Nam	Nhạc Trữ Tình	Nhạc Dân Ca - Quê Hương	
Trà Ngọc Hằng	7040		6		Việt Nam	V-Pop		
Hải Băng	7138	Pop sến loại 2	0		Việt Nam			
Phong Lê	7160		6		Việt Nam	Rap Việt		
Uyên Linh	7171	Pop Mainstream Vocal	0		Việt Nam	V-Pop		
Văn Mai Hương	7172	Pop Mainstream Vocal	0		Việt Nam	V-Pop		
Trung Quân Idol	7173	Pop Mainstream Vocal	0		Việt Nam			
Bích Phương	7174	V-pop Mainstream	0	44.0	Việt Nam			
Lều Phương Anh	7175	Pop Ballad Flop	6		Việt Nam			
Phương Anh Idol	7176	Pop Mainstream Vocal	0		Việt Nam			
Phạm Anh Khoa	7205		0		Việt Nam	Rock Việt		
Nhã Ca	7284		6		Việt Nam	Nhạc Trữ Tình		
Hòa T.Trần	7288		6		Việt Nam	Nhạc Trữ Tình		
Tăng Nhật Tuệ	7289	Pop sến loại 1	0	39.0	Việt Nam	V-Pop		
Minh Cảnh	7290		6	7.0	Việt Nam	Cải Lương		
Tiến Dũng	7291		6		Việt Nam	Nhạc Trữ Tình		
Vũ Linh	7292		6	7.0	Việt Nam	Cải Lương		
Thoại Mỹ	7296		6	7.0	Việt Nam	Cải Lương		
Minh Luân	7321		6	29.0	Việt Nam			
Phạm Toàn Thắng	7328	Pop Ballad Flop	0		Việt Nam	V-Pop		
SMS	7329	Pop 2000 sến	0	26.0	Việt Nam			
Lưu Quang Anh	7331	Pop sến loại 2	0	39.0	Việt Nam	V-Pop		
Thu Giang	7347		6	12.0	Việt Nam	Nhạc Trữ Tình		
Thanh Hải	7349		6	7.0	Việt Nam	Cải Lương		
Chí Tâm	7354		6	7.0	Việt Nam	Cải Lương		
Tấn Tài	7356		6	7.0	Việt Nam	Cải Lương		
Thanh Kim Huệ	7358		6	7.0	Việt Nam	Cải Lương		
Kim Lan	7360		6	3.0	Việt Nam	Cải Lương		
Hồ Hoàng Yến	7361		6	18.0	Việt Nam			
Tường Nguyên	7365		6	28.0	Việt Nam	Nhạc Trữ Tình		
Bích Hạnh	7376		6	7.0	Việt Nam	Cải Lương		
Thanh Tuấn	7380		6	7.0	Việt Nam	Cải Lương		
Hồng Nga	7388		6	7.0	Việt Nam	Cải Lương		
Phượng Mai	7393		6		Việt Nam	Cải Lương		
Bảo Trang	7397		6	7.0	Việt Nam	Cải Lương		
Mr.T	7407		12	37.0	Việt Nam	Rap Việt		
Nguyễn Đức	7458		6		Việt Nam	Nhạc Trữ Tình		
Tú Linh	7460		6		Việt Nam	Nhạc Trữ Tình		
Mai Quốc Huy	7510		6	28.0	Việt Nam	Nhạc Trữ Tình	Nhạc Dân Ca - Quê Hương	
Trọng Hữu	7512		6	9.0	Việt Nam	Cải Lương		
Phương Quang	7513		6	7.0	Việt Nam	Cải Lương		
Dương Triều Vỹ	7518		6	10.0	Việt Nam	Nhạc Trữ Tình		
Đoàn Minh	7526		6	29.0	Việt Nam	Nhạc Trữ Tình	Nhạc Dân Ca - Quê Hương	
Kim Cương	7548		6	7.0	Việt Nam	Cải Lương		
Annie	7573		12	41.0	Việt Nam	V-Pop		
Hoàng Anh	7596		0		Việt Nam			
Ngô Trường	7599	Pop sến loại 2	0	6.0	Việt Nam			
Only C	7625		0	44.0	Việt Nam	Rap Việt		
Nhật Thanh	7631	Pop sến loại 2	0	5.0	Việt Nam	V-Pop		
Hữu Phước	7693		6	7.0	Việt Nam	Cải Lương		
Thiên Phượng	7720		6	18.0	Việt Nam	Nhạc Trữ Tình		
Khắc Minh	7722	Pop sến loại 2	0		Việt Nam			
Hà My	7723		6	29.0	Việt Nam	Nhạc Trữ Tình	Nhạc Dân Ca - Quê Hương	
Thúy Hường	7725		6	11.0	Việt Nam	Nhạc Dân Ca - Quê Hương		
Minh Thành	7726		6	11.0	Việt Nam	Nhạc Dân Ca - Quê Hương		
NSƯT Thanh Ngân	7735		6		Việt Nam	Cải Lương		
Thùy Linh	7737		6		Việt Nam	Cải Lương		
Tuyết Thanh	7739		6		Việt Nam	Nhạc Trữ Tình	Nhạc Cách Mạng	
Thúy Lan	7740		6		Việt Nam	Nhạc Trữ Tình	Nhạc Cách Mạng	
Duy Trường	7742		6	28.0	Việt Nam	Nhạc Trữ Tình		
Quỳnh Dung	7744		6	33.0	Việt Nam	Nhạc Trữ Tình	Nhạc Dân Ca - Quê Hương	
Nguyễn Đình Vũ	7751	Pop sến loại 1	0	43.0	Việt Nam			
Linh Huệ	7763		6		Việt Nam	Cải Lương		
Trang Thanh Lan	7791		6	18.0	Việt Nam	Nhạc Trữ Tình		
Thanh Vũ	7792		6	33.0	Việt Nam	Nhạc Trữ Tình		
Sơn Tuyền	7794		6	28.0	Việt Nam	Nhạc Trữ Tình		
Băng Châu	7796		6	0.0	Việt Nam	Nhạc Trữ Tình		
Hồ Ngọc Trinh	7802		6		Việt Nam	Cải Lương		
Ngân Huệ	7806		6		Việt Nam	Cải Lương		
Phượng Loan	7807		6		Việt Nam	Cải Lương		
Thảo Vân	7810		6	12.0	Việt Nam	Cải Lương		
Trần Nam	7815	Pop 2000 sến	0	39.0	Việt Nam			
Kim Ngọc	7816		6	39.0	Việt Nam	Nhạc Trữ Tình		
Đỗ Trung Quân	7818		6	3.0	Việt Nam	Nhạc Trữ Tình	Nhạc Trịnh	
Mai Trang	7819		6	25.0	Việt Nam	Nhạc Trữ Tình	Nhạc Trịnh	
Đào Phi Dương	7828		6	29.0	Việt Nam	Nhạc Trữ Tình		
Ngọc Huệ	7831		6	17.0	Việt Nam	Nhạc Trữ Tình		
FM Band	7847	Pop sến loại 2	6	12.0	Việt Nam			
Tòng Sơn	7857		6	3.0	Việt Nam	Nhạc Không Lời	Hòa Tấu	Nhạc Cụ Khác
A Tuân	7864	Pop sến loại 2	0	26.0	Việt Nam			
Đan Nguyên	7865		6	28.0	Việt Nam	Nhạc Trữ Tình		
Hoàng Lan	7873		6		Việt Nam	Nhạc Trữ Tình		
Thiên Trang	7883		6		Việt Nam	Nhạc Trữ Tình		
Asa	7890		12	47.0	Việt Nam	Rap Việt		
Trần Đức	7898		6	18.0	Việt Nam	Nhạc Trữ Tình		
JustaTee	7902	V-pop Mainstream	0	44.0	Việt Nam	Rap Việt		
Lil Shady	7904		12	47.0	Việt Nam	Rap Việt		
Karik	7907		0	44.0	Việt Nam	Rap Việt	V-Pop	
Lynk Lee	7908	V-pop Mainstream	0	44.0	Việt Nam	V-Pop		
Chế Thanh	7918		6	33.0	Việt Nam	Nhạc Trữ Tình		
Thiên Bảo	7926		0		Việt Nam			
Quỳnh Vi	7928		6	17.0	Việt Nam			
Diệp Lâm Anh	7944	Pop Ballad Flop	0		Việt Nam			
Anh Dũng	7950		6	18.0	Việt Nam	Nhạc Trữ Tình		
Hùng Thanh	7954		6	10.0	Việt Nam	V-Pop		
KnK	7972	Pop sến loại 2	0	26.0	Việt Nam			
Thỏ	7973		12	47.0	Việt Nam	Rap Việt		
Hằng BingBoong	7992	V-pop Mainstream	12	37.0	Việt Nam	V-Pop		
Lê Minh Trung	8020		6	33.0	Việt Nam			
Kim Joon Shin	8029		12	42.0	Việt Nam	Rap Việt		
Binz	8033		12		Việt Nam	Rap Việt		
Yanbi	8037	V-pop Mainstream	0	44.0	Việt Nam	V-Pop	R&B Việt	
Bạch Công Khanh	8070	Pop sến loại 1	0	32.0	Việt Nam			
Ngô Trác Lâm	8103		0	39.0	Việt Nam	Nhạc Trữ Tình		
Phi Khanh	8114		6	18.0	Việt Nam	Nhạc Trữ Tình	Nhạc Dân Ca - Quê Hương	
Maya	8125		0		Việt Nam	Nhạc Trữ Tình		
Yuki Huy Nam	8126	Pop sến loại 2	0	39.0	Việt Nam			
Mai Phương Thảo	8176		6	9.0	Việt Nam	Nhạc Trữ Tình		
Mai Tiến Dũng	8179	Pop sến loại 1	0	21.0	Việt Nam	Nhạc Trữ Tình		
Hồ Bá Thành	8180		0		Việt Nam	Cải Lương		
Bùi Anh Tuấn	8197	Pop Mainstream Vocal	0	44.0	Việt Nam			
MinhPhucPK	8242		12	42.0	Việt Nam	Rap Việt		
LK	8357		12	37.0	Việt Nam	Rap Việt		
Bé Đan Thư	8533		33	14.0	Việt Nam	Nhạc Thiếu Nhi		
Du Thiên	8534		0		Việt Nam			
Lâm Chấn Kiệt	8538	Pop miền Tây	0	39.0	Việt Nam	V-Pop		
Trang Anh Thơ	8542		6	29.0	Việt Nam	Nhạc Dân Ca - Quê Hương	Nhạc Trữ Tình	
Thanh Lan	8549		6	39.0	Việt Nam			
Đức Kaishi	8591	Pop sến loại 2	0		Việt Nam	V-Pop		
Phương Trang	8593	Pop sến loại 2	0	39.0	Việt Nam	Dance Việt		
Trung Anh	8615		6	12.0	Việt Nam	Nhạc Trữ Tình		
Thạch Thảo	8617		6	34.0	Việt Nam	Nhạc Trữ Tình		
Phan Ngọc Luân	8618	Pop sến loại 2	0	1.0	Việt Nam			
Đông Phong	8619		8	15.0	Việt Nam			
Tuấn Quỳnh	8643		6		Việt Nam	Nhạc Trữ Tình		
Thanh Vinh	8648		6	12.0	Việt Nam	Nhạc Trữ Tình		
Hồ Quang Lộc	8740		6	33.0	Việt Nam	Nhạc Trữ Tình		
Dương Hoàng Yến	8741	V-pop Mainstream	0	44.0	Việt Nam			
Châu  Ngọc Linh	8768		0	39.0	Việt Nam			
Katy Trang	8780	Pop 2000 sến	0	39.0	Việt Nam			
Bảo Hưng Miền Tây	8785		6		Việt Nam	Nhạc Trữ Tình		
Huniixo	8795		0		Việt Nam	Rap Việt		
Bueno	8809		12		Việt Nam	Rap Việt		
Song Luân	8813	Pop sến loại 1	0		Việt Nam	V-Pop		
Đặng Trường Phát	8818		6		Việt Nam	Nhạc Trữ Tình		
Đông Dương	8836		6	29.0	Việt Nam	Nhạc Trữ Tình		
Gia Linh	8842		6		Việt Nam	Nhạc Trữ Tình		
Thái Lan Viên	8843	Pop 2000 sến	6	14.0	Việt Nam			
Hà Thanh Xuân	8849		6		Việt Nam	Nhạc Trữ Tình	Nhạc Dân Ca - Quê Hương	
Đông Quân	8869		6	12.0	Việt Nam	Nhạc Trữ Tình		
Quang Hào	8871		6	12.0	Việt Nam	Nhạc Cách Mạng		
Hamlet Trương	8885	Pop sến loại 1	0		Việt Nam			
Hồ Việt Trung	8890	Pop sến loại 1	0	21.0	Việt Nam	V-Pop		
Nguyệt Ánh	8905		6	17.0	Việt Nam			
Diễm Quyên	8906		0	14.0	Việt Nam			
Diệp Hoài Ngọc	8928	Pop sến loại 2	6		Việt Nam			
Thu Ngọc	8952		33	14.0	Việt Nam			
Hòa Tấu	8958		8	3.0	Việt Nam	Nhạc Không Lời		
Tonny Việt	9005		0	6.0	Việt Nam	Rap Việt		
Lâm Quang Long	9045	Pop 2000	6	29.0	Việt Nam			
Lee7	9070		12		Việt Nam	Rap Việt		
Lý Hào Nam	9092	Pop 2000 sến	0	39.0	Việt Nam			
Lưu Nhật Hào	9100		6	33.0	Việt Nam			
Mr. A	9110		12	37.0	Việt Nam	Rap Việt		
Girl	9132		0	39.0	Việt Nam			
Châu Việt Cường	9137	Pop sến loại 1	0	22.0	Việt Nam	V-Pop		
Phi Bằng	9145		6		Việt Nam			
Minh Phương	9183		6		Việt Nam			
Trương Đan Huy	9193		0	6.0	Việt Nam			
Quang Đại	9196		6	34.0	Việt Nam	Nhạc Trữ Tình		
Quang Trường	9199		6		Việt Nam	Nhạc Trữ Tình		
Rhymastic	9204		0		Việt Nam	Rap Việt		
Sỹ Ben	9209		6		Việt Nam	Nhạc Trữ Tình		
Duy Anh	9235		0		Việt Nam	Rap Việt		
Trương Y Du	9252	Pop 2000 sến	0	39.0	Việt Nam			
Võ Minh Lâm	9259		6		Việt Nam	Nhạc Trữ Tình	Cải Lương	
Sol7	9264		12		Việt Nam	Rap Việt	R&B Việt	
Yến Linh	9274		6		Việt Nam	Nhạc Trữ Tình		
Andy Quách	9396		0	21.0	Việt Nam			
Quang Thành	9408		6		Việt Nam	Nhạc Trữ Tình		
Hoàng Tôn	9436	V-pop Mainstream	0	44.0	Việt Nam	R&B Việt	V-Pop	
Vương Kha	9450		6		Việt Nam			
Hoàng Phúc	9462		6		Việt Nam	Nhạc Trữ Tình	Nhạc Cách Mạng	
Minh Hải	9463		6		Nhạc Trữ Tình	Việt Nam		
Tô Thanh Phương	9473		6	12.0	Việt Nam	Nhạc Trữ Tình	Nhạc Cách Mạng	
Huy Túc	9476		6	12.0	Nhạc Trữ Tình	Việt Nam	Nhạc Cách Mạng	
Lê Hành	9478		6		Nhạc Trữ Tình	Việt Nam	Nhạc Cách Mạng	
Như Hảo	9481		6	12.0	Việt Nam	Nhạc Trữ Tình	Nhạc Cách Mạng	
Tuấn Hiệp	9482		6	18.0	Việt Nam	Nhạc Trữ Tình	Nhạc Cách Mạng	
Saka Trương Tuyền	9485		0	21.0	Việt Nam	V-Pop	Dance Việt	
TVM	9603		0	39.0	Việt Nam			
Đông Thiên Đức	9687	Pop 2000 sến	0	39.0	Việt Nam			
Châu Khải Phong	9799	Pop sến loại 1	0		Việt Nam	V-Pop		
Trường Sơn	9839		6	29.0	Việt Nam	Nhạc Trữ Tình		
Lam Anh	9948		6	17.0	Việt Nam			
Nhóm Bốn Mùa	9989		6		Việt Nam			
Tố Hà	9990	Pop 2000 sến	33	14.0	Việt Nam			
Hoài Anh Kiệt	10037	Pop sến loại 2	0		Việt Nam			
BigDaddy	10087		12		Việt Nam	Rap Việt		
Viết Thanh	10094		6		Việt Nam	Nhạc Trữ Tình		
Hoàng Đăng Khoa	10119		6	7.0	Việt Nam			
Quang Kiều	10120	Pop miền Tây	0		Việt Nam			
Spy	10202		12	37.0	Việt Nam	Rap Việt		
La Hoàng Phúc	10237	Pop sến loại 2	0	0.0	Việt Nam			
Quốc Cường	10343		0		Việt Nam			
Lê Tấn Quốc	10419		8	3.0	Việt Nam	Nhạc Không Lời	Hòa Tấu	Saxophone
Hồng Kiên	10420		8	3.0	Việt Nam	Nhạc Không Lời	Hòa Tấu	Saxophone
Vân Trường	10430	Pop 9x Sến	0	6.0	Việt Nam	Nhạc Trữ Tình		
Văn Vượng	10439		8	3.0	Việt Nam			
Quang Mask	10482	Pop sến loại 2	0	39.0	Việt Nam			
Zephyr	10514		12	47.0	Việt Nam	Rap Việt		
Hata	10598		12	47.0	Việt Nam	Rap Việt		
